Love,http://bildstod.se/image/get/7427
Fun,http://bildstod.se/image/get/17338
Missing,http://bildstod.se/image/get/222
Pain,http://bildstod.se/image/get/19300
Nausia,http://bildstod.se/image/get/24012
Depression,http://bildstod.se/image/get/4505
,
I,http://bildstod.se/image/get/7048
To,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/to.jpg
AAn,http://bildstod.se/image/get/16
It,http://bildstod.se/image/get/8199
Is,http://bildstod.se/image/get/6565
In,http://bildstod.se/image/get/6397
My,http://bildstod.se/image/get/1286
You,http://symbolmanager.ecs.soton.ac.uk/images/Designer/you_4.png
Yes,http://bildstod.se/image/get/2318
No,http://bildstod.se/image/get/2577
Have,http://bildstod.se/image/get/1285
Like,http://bildstod.se/image/get/8478
Me,http://bildstod.se/image/get/7503
Do,http://bildstod.se/image/get/6682
On,http://bildstod.se/image/get/6408
People,http://bildstod.se/image/get/7313
Know,http://bildstod.se/image/get/8232
With,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/copyof-with.png
They,http://bildstod.se/image/get/7228
What,http://bildstod.se/image/get/483
Not,http://bildstod.se/image/get/6477
She,http://bildstod.se/image/get/7226
He,http://bildstod.se/image/get/6067
We,http://bildstod.se/image/get/8129
Think,http://bildstod.se/image/get/8099
One,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/one_1.png
When,http://bildstod.se/image/get/2669
Not,http://bildstod.se/image/get/7416
Well,http://bildstod.se/image/get/2318
Bad,http://bildstod.se/image/get/2577
How,http://bildstod.se/image/get/1021
Or,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/which.png
Time,http://bildstod.se/image/get/2203
This,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/copyof-copyof-this%20one.png
Use,http://bildstod.se/image/get/1619
There,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/there.png
Work,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/job_2.png
Say,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/to%20say.png
From,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/from.png
Walk,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/to%20walk_1.png
Can,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/to%20be%20able%20to.png
More,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/more_1.png
Need,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/help_4.png
Some,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-thumbnail.png
Years,http://bildstod.se/image/get/16207
Months,http://bildstod.se/image/get/7358
Days,http://bildstod.se/image/get/3538
Hours,http://bildstod.se/image/get/7326
All,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/all%20-%20everything_1.png
Help,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/help_4.png
Get,http://bildstod.se/image/get/1557
Speech,http://bildstod.se/image/get/5877
Most,http://bildstod.se/image/get/10911
Now,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/now.png
Which,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/which.png
Who,http://bildstod.se/image/get/2362
Out,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/out.png
Their,http://bildstod.se/image/get/1292
Been,http://bildstod.se/image/get/5282
First,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-copyof-thumbnail.png
Different,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/different.png
Really,http://bildstod.se/image/get/4312
Things,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/things.png
Two,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/number%20two_1.png
Boy,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/copyof-copyof-copyof-boy_3.png
Girl,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/copyof-little%20girl.png
Woman,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/copyof-person_6.png
Man,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/copyof-person_5.png
Sister,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/sister.png
Brother,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/brother.png
Mother,http://bildstod.se/image/get/3616
Dad,http://bildstod.se/image/get/3848
Grandmother,http://bildstod.se/image/get/3101
Grandfather,http://bildstod.se/image/get/2648
Children,http://symbolmanager.ecs.soton.ac.uk/images/ARASAAC/copyof-boys_2.png
